Original,Detected language,Detected language score,Translation,PostID
"With data-driven farming  farmers can optimize yields  boost farm productivity  and increase profitability – all while feeding a nation.

Learn more: https://msft.it/6184ppjgo",en,1.0,"With data-driven farming  farmers can optimize yields  boost farm productivity  and increase profitability – all while feeding a nation.

Learn more: https://msft.it/6184ppjgo",10158085799118721
"Xbox 🤝 LeBron James

We're teaming up with Space Jam A New Legacy. 🎮👀

Join in on the fun: https://msft.it/6180ppVf2",en,1.0,"Xbox 🤝 LeBron James

We're teaming up with Space Jam A New Legacy. 🎮👀

Join in on the fun: https://msft.it/6180ppVf2",10158085435133721
"We're announcing five new Minecraft: Education Edition lessons to give students the opportunity to explore an exciting area of computer science and understand how technology can be used for the good of the planet.

Check it out: https://msft.it/6000pTTQn",en,1.0,"We're announcing five new Minecraft: Education Edition lessons to give students the opportunity to explore an exciting area of computer science and understand how technology can be used for the good of the planet.

Check it out: https://msft.it/6000pTTQn",10158079688288721
"No matter where your extended family may be  you can still safely serve up some special memories with technology.

Check out four creative ways to connect this holiday season: https://msft.it/6006prWwY",en,1.0,"No matter where your extended family may be  you can still safely serve up some special memories with technology.

Check out four creative ways to connect this holiday season: https://msft.it/6006prWwY",10158077336733721
"This year has been anything but easy  and we are feeling inspired by the more than 10 million learners from 231 countries who have embarked on a new skilling journey with Microsoft  LinkedIn  and GitHub.

Learn more about the skilling initiative: https://msft.it/6006prBLa",en,1.0,"This year has been anything but easy  and we are feeling inspired by the more than 10 million learners from 231 countries who have embarked on a new skilling journey with Microsoft  LinkedIn  and GitHub.

Learn more about the skilling initiative: https://msft.it/6006prBLa",10158075256333721
"With Microsoft Teams for Education Insights  you can keep track of student engagement - no matter where your ""classroom"" may be.

Learn more: https://msft.it/6000pRXRe",en,1.0,"With Microsoft Teams for Education Insights  you can keep track of student engagement - no matter where your ""classroom"" may be.

Learn more: https://msft.it/6000pRXRe",10158073207848721
"Shop smarter  not harder this holiday season.

Microsoft Edge is the only browser with built-in tools to help you save time and money while shopping online.

Check out the new features that will help you make the most of this time of year: https://msft.it/6186puxQM",en,1.0,"Shop smarter  not harder this holiday season.

Microsoft Edge is the only browser with built-in tools to help you save time and money while shopping online.

Check out the new features that will help you make the most of this time of year: https://msft.it/6186puxQM",10158070853168721
"“Insights is a game-changer for how we teach and help our students. We can see the data behind how our students are engaging and use it to personalize learning to meet their needs.""

Check out what teachers are saying about the latest Insights in Microsoft Teams for Education: https://msft.it/6007pPtYv",en,1.0,"“Insights is a game-changer for how we teach and help our students. We can see the data behind how our students are engaging and use it to personalize learning to meet their needs.""

Check out what teachers are saying about the latest Insights in Microsoft Teams for Education: https://msft.it/6007pPtYv",10158064722403721
"Inspired by the theme of ""Always Was  Always Will Be "" Indigenous students around Australia looked to the world's oldest living cultures to create a vision of a sustainable future.

Learn more about the first National NAIDOC Minecraft Education Challenge: https://msft.it/6009pPzaz",en,1.0,"Inspired by the theme of ""Always Was  Always Will Be "" Indigenous students around Australia looked to the world's oldest living cultures to create a vision of a sustainable future.

Learn more about the first National NAIDOC Minecraft Education Challenge: https://msft.it/6009pPzaz",10158062097943721
This holiday  we’re all yearning to get out there. Follow the story of Rufus  a pup whose dream helps him find joy and adventure in Microsoft worlds like Minecraft  Microsoft Teams and Halo. #FindYourJoy,en,1.0,This holiday  we’re all yearning to get out there. Follow the story of Rufus  a pup whose dream helps him find joy and adventure in Microsoft worlds like Minecraft  Microsoft Teams and Halo. #FindYourJoy,10158060875078721
"There's no place like home for the holidays  and with a little help from technology  everyone can be together safely.

Learn how: https://msft.it/6001pObh5",en,1.0,"There's no place like home for the holidays  and with a little help from technology  everyone can be together safely.

Learn how: https://msft.it/6001pObh5",10158060084483721
Adventure time! Come back tomorrow to watch this good boy dream up an epic holiday journey filled with joy. 🏡 🐕 🎮 ✈ #FindYourJoy,en,1.0,Adventure time! Come back tomorrow to watch this good boy dream up an epic holiday journey filled with joy. 🏡 🐕 🎮 ✈ #FindYourJoy,10158059623993721
"More students choose to study online at Charles Sturt University than at any other Australian university.

Learn how they are digitally transforming to make the most of students' experiences: https://msft.it/6188p3IwE",en,1.0,"More students choose to study online at Charles Sturt University than at any other Australian university.

Learn how they are digitally transforming to make the most of students' experiences: https://msft.it/6188p3IwE",10158058290953721
