Original,Detected language,Detected language score,Translation,CommentID,PostID
Microsoft! I have been trying to get into my Microsoft account for the past few months to cancel. Every time I login it asks me to change my password and once I change my password it says I have been locked out and to add my phone number so that they can send a code. Once I enter the phone number code it says I’ve exceeded the number of times for login to try again tomorrow and it repeats itself every day! The only way to get help is to sign in to my account which I can’t!,en,1.0,Microsoft! I have been trying to get into my Microsoft account for the past few months to cancel. Every time I login it asks me to change my password and once I change my password it says I have been locked out and to add my phone number so that they can send a code. Once I enter the phone number code it says I’ve exceeded the number of times for login to try again tomorrow and it repeats itself every day! The only way to get help is to sign in to my account which I can’t!,10158785072263721,10158678471638721
Windows 10 güncellemelerinden nefret ettim. Hergün güncelleme mi olur. İnternerin ve bilgisayarın canına okuyor. Yemin ederim bıktım.,tr,1.0,I hated Windows 10 updates. Every day there's an update. He's kicking the intern and the computer. I swear I'm sick of it.,10158680604563721,10158678471638721
Is there any chance that you will give users back a drag&drop function in win 11? And why did you delete it in the first place? It's as smart as deleting car doors and leaving the tailgate as only way to get in... I'm working as a designer so this function is crucial to me. Do I really have to move to ubuntu beacuse I can no longer work comfortably?,en,1.0,Is there any chance that you will give users back a drag&drop function in win 11? And why did you delete it in the first place? It's as smart as deleting car doors and leaving the tailgate as only way to get in... I'm working as a designer so this function is crucial to me. Do I really have to move to ubuntu beacuse I can no longer work comfortably?,10158787069493721,10158678471638721
Your employee video is hilarious…..howarrogant must you be to think blind or seeing people care what color sweater you’re wearing…..😂😂😂😂,en,1.0,Your employee video is hilarious…..howarrogant must you be to think blind or seeing people care what color sweater you’re wearing…..😂😂😂😂,10158768952298721,10158678471638721
Microsoft publicly supports voting rights  but continues to donate to republicans who are against voting rights. Why?,en,1.0,Microsoft publicly supports voting rights  but continues to donate to republicans who are against voting rights. Why?,10158775318018721,10158678471638721
Dear Sirs May I ask you to provide the information about the issue below or share the contact details of the department which can help with it.I sent several e-mail to the Microsoft Office of Legal Compliance (OLC) but to responce.My question is about the skype license conditions.Is it acceptable from Microsoft legal policy perspective to apply Skype home application by judges for court trial purposes. For example if the states judge considers the case and guestion a suspect remotely via Skype home version installed on the judge's computer? Or the government body which support the states Court system should purchase Skype for business licenses under license agreement? Which sanctions can be imposed by Microsoft if the states court system apply Skype home version without signing license agreement?,en,1.0,Dear Sirs May I ask you to provide the information about the issue below or share the contact details of the department which can help with it. I sent several e-mail to the Microsoft Office of Legal Compliance (OLC) but to responce. My question is about the skype license conditions. Is it acceptable from Microsoft legal policy perspective to apply Skype home application by judges for court trial purposes. For example if the states judge considers the case and guestion a suspect remotely via Skype home version installed on the judge's computer? Or the government body which support the states Court system should purchase Skype for business licenses under license agreement? Which sanctions can be imposed by Microsoft if the states court system apply Skype home version without signing license agreement?,10158764550678721,10158678471638721
never worked at m.soft,en,1.0,never worked at m.soft,10158766925003721,10158678471638721
MicrosoftMy private email has been deleted I want to know what is the reason behind this,en,1.0,MicrosoftMy private email has been deleted I want to know what is the reason behind this,10158793115648721,10158678471638721
People need to watch tucker Carlson and the segment he had on Microsoft and there craziness,en,1.0,People need to watch tucker Carlson and the segment he had on Microsoft and there craziness,10158768373018721,10158678471638721
How about we have a Microsoft provides support Day?,en,1.0,How about we have a Microsoft provides support Day?,10158780179468721,10158678471638721
What are Microsoft office’s pronouns  race  and gender 🤣😂🤣,en,1.0,What are Microsoft office’s pronouns  race  and gender 🤣😂🤣,10158761119503721,10158678471638721
لو سمحتواموقع تحميل مجموعة مايكروسوفت,ar,1.0,Please Download Microsoft Group Website,10158781820248721,10158678471638721
I tried to find LOG OUT on android email. Evidently  there is no LOG OUT. Design of outlook email on android phone is horrible. It took me a while to find FORWARD. I'm switching to gmail.,en,1.0,I tried to find LOG OUT on android email. Evidently  there is no LOG OUT. Design of outlook email on android phone is horrible. It took me a while to find FORWARD. I'm switching to gmail.,10158781865208721,10158678471638721
We are so tired of you caring about everyone but the people who buy your products,en,1.0,We are so tired of you caring about everyone but the people who buy your products,10158764322063721,10158678471638721
https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3wrzULd%3Ffbclid%3DIwAR1Cvo4iCqFQB6V-GzbEUz1tIh1QtwBT83HJGq_fYcv9d-FTB2wqxe01RZY&h=AT2PXR7Mbr3a497AN8ZPJuczimqHuJ8rXzANRYog1Q7-1CUm0PKD7xtjN1gJ3Kjr7K5axgbxHgE2uamgwWQVsYj8kh6eOvOj5wrAo58WKI8SA8wTRtgTkcs6TVH_jsIzL4F5BJH30Q&__tn__=%2CmH-R&c%5B0%5D=AT00B99dvE7pwEG8X9VISCXOddEC-5RmHECGqlXR6XlZ0GBPGXIkxLP2vhBs7nhG75cWdPwX1M96j4KTNpVvIq9JVmFTsfmECGISrlYMjg1-bdicsrEzFQGDkBNEuPDqn91cbDDQQBpAdAClH3y_zZajdlcD9nWHt-mPLqhYlWYjGiK0g3NvPPEBA0JEWriqAxOxbdrVtDd_dDYn0D2zHKltdY5sD9UqJHZDjJg,en,1.0,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3wrzULd%3Ffbclid%3DIwAR1Cvo4iCqFQB6V-GzbEUz1tIh1QtwBT83HJGq_fYcv9d-FTB2wqxe01RZY&h=AT2PXR7Mbr3a497AN8ZPJuczimqHuJ8rXzANRYog1Q7-1CUm0PKD7xtjN1gJ3Kjr7K5axgbxHgE2uamgwWQVsYj8kh6eOvOj5wrAo58WKI8SA8wTRtgTkcs6TVH_jsIzL4F5BJH30Q&__tn__=%2CmH-R&c%5B0%5D=AT00B99dvE7pwEG8X9VISCXOddEC-5RmHECGqlXR6XlZ0GBPGXIkxLP2vhBs7nhG75cWdPwX1M96j4KTNpVvIq9JVmFTsfmECGISrlYMjg1-bdicsrEzFQGDkBNEuPDqn91cbDDQQBpAdAClH3y_zZajdlcD9nWHt-mPLqhYlWYjGiK0g3NvPPEBA0JEWriqAxOxbdrVtDd_dDYn0D2zHKltdY5sD9UqJHZDjJg,10158766148553721,10158678471638721
Microsoft  how can i buy shares in a company?,en,1.0,Microsoft  how can i buy shares in a company?,10158762102443721,10158678471638721
Hi my name is Mike. I’m a white male and I go by the pronouns he and him. Lmfao. Hahaha you woke losers,en,1.0,Hi my name is Mike. I’m a white male and I go by the pronouns he and him. Lmfao. Hahaha you woke losers,10158761122388721,10158678471638721
bizaro world she he him her they wow?? https://www.freepressfail.com/2021/11/05/what-big-techs-woke-insanity-reaches-new-levels/?utm_source=aoca&utm_medium=email&utm_campaign=tpi_w&utm_content=breaking&utm_term=eli&iterable_campaign=3153665&iterable_template=4316847,en,1.0,bizaro world she he him her they wow?? https://www.freepressfail.com/2021/11/05/what-big-techs-woke-insanity-reaches-new-levels/?utm_source=aoca&utm_medium=email&utm_campaign=tpi_w&utm_content=breaking&utm_term=eli&iterable_campaign=3153665&iterable_template=4316847,10158762657568721,10158678471638721
Microsoft presentation was the Creepiest ad I have ever watched. It was a Woke numb a thon. Who thought up such a brain dead Presentation ad. Yee Gads! I will not be purchasing any Microsoft products ever again.,en,1.0,Microsoft presentation was the Creepiest ad I have ever watched. It was a Woke numb a thon. Who thought up such a brain dead Presentation ad. Yee Gads! I will not be purchasing any Microsoft products ever again.,10158761122778721,10158678471638721
Glad you didn’t use LatinX but it seems like your crazy wokeness is heading that way. Time to stick with Linux lol Lisa Ortega Chica Chavez Biden Lols Jorge Arriaga Anne Marie Noëlle Monica Jubera #LeftTheLeft Movement https://www.google.com/amp/s/amp.dailycaller.com/2021/11/04/microsoft-ignite-woke-native-american-introductions,en,0.95,Glad you didn’t use LatinX but it seems like your crazy wokeness is heading that way. Time to stick with Linux lol Lisa Ortega Chica Chavez Biden Lols Jorge Arriaga Anne Marie Noëlle Monica Jubera #LeftTheLeft Movement https://www.google.com/amp/s/amp.dailycaller.com/2021/11/04/microsoft-ignite-woke-native-american-introductions,10158761139393721,10158678471638721
Games like Halo can be a money obtainability with once condition: the considered cheaters can not make others sick because they are winning the lost gamer[can be Binance coin or real cash an hour: $17.90/hr[can use paypal email subscription]] I siginify when users get a bad caugh for having 1 vs 0.5\\halve body off/ targeted opponent.,en,1.0,Games like Halo can be a money obtainability with once condition: the considered cheaters can not make others sick because they are winning the lost gamer[can be Binance coin or real cash an hour: $17.90/hr[can use paypal email subscription]] I siginify when users get a bad caugh for having 1 vs 0.5\\halve body off/ targeted opponent.,10158815491073721,10158678471638721
https://www.youtube.com/watch?v=apF_sOkMpnQ,en,1.0,https://www.youtube.com/watch?v=apF_sOkMpnQ,10158761609248721,10158678471638721
Here you go people you want to see how crazy this company is take a good look at this video https://youtu.be/liticAJF2sc,en,1.0,Here you go people you want to see how crazy this company is take a good look at this video https://youtu.be/liticAJF2sc,10158778749203721,10158678471638721
: РЕЗЮМЕ -ПЕРЕВОДЧИК АНГЛИЙСКОГО ЯЗЫКА  КОПИРАЙТЕР  ОПЫТ УЧЕБЫ В США 3 ГОДА  ОПЫТ В IT!Dmytro ZalataEnglish  Ukrainian and Russian speakingTranslator  guide  personal assistantZaporizhzhia   Ukraine USA EXPERINCE -EDUCATION-PROVENsensationaldz@gmail.comContact phone- 0989165560Social network- https://www.linkedin.com/in/establishmentispeople/Resume/CV Link- https://rabota.ua/cv/11076656Personal state,en,0.67,: РЕЗЮМЕ -ПЕРЕВОДЧИК АНГЛИЙСКОГО ЯЗЫКА  КОПИРАЙТЕР  ОПЫТ УЧЕБЫ В США 3 ГОДА  ОПЫТ В IT! Dmytro ZalataEnglish  Ukrainian and Russian speakingTranslator  guide  personal assistantZaporizhzhia   Ukraine USA EXPERINCE -EDUCATION-PROVENsensationaldz@gmail.comContact phone- 0989165560Social network- https://www.linkedin.com/in/establishmentispeople/Resume/CV Link- https://rabota.ua/cv/11076656Personal state,10158761111953721,10158678471638721
Hello all i was seeking some info. Ive purchased this pc 8 months ago and ran out of storage so i went an baught a new sdd and ram for it installed and have had nothing but problem hp said i need to dl drivers so i did but lil did i know it was drivers for a old hp 14 laptop that i no longer owner and the amd. Deal i messed with for games anyhow my computer is so messed up ive been trying to fix it on mt own by watching youtube videos. And now ive understand that the more i try and fix on my own the more the deeper im digging my hole so now have a hsa and vulnerbilties   unsure what all that is but sounds scary and all i want is for it to be fixed to normal so everything will work correctly its fairly a new pc but the boot rc are all messed up and the hard drives. And recovery files are all mixed and its a mess.   there are none computer shops that are near me to take it to and. Was wanting to just get it to normal operation. For will be needing. For work soon. I tried most of the videos on youtube and. All im doing is getting myself into trouble.can someone point me in right direction on how to get this repaired. Can i just buy a new hdd drive and a new copies of windows. From walmart. And install it. Or is that illegal. Baughy the pc from walmart. In march 2021 and had problems with from the first week of purchase. If someone can point me in right direction on getting it repaired by a professional. Ide be much appreciated. And im sorry forr all ive done or damages caused for listening to youtube ...im not a hacker nor try to be one .judt been trying to repair on my own for past. Months. Please if anyone could. Give me best opinion on what needs to be done. If ok to buy a new hdd and new windows. Will fix thing and recycle the old hdd and sdd fro. It or. Ive been looking for a computer shop near me but i call them all shut down and out of buisness so i feeling stuck. I dont have. Another 800 for a nother computer and hate to. Trash this one. But i also dont wanna get into any or anymore troubles. From what ive already tried ..i dont recommend to anyone. That isnt a it to follow any of the youtube video and tey to make repairs on uour own cause im starting to learn that you cant. And ima quit trying. ....again sorry and hope there is some kinda forgiveness i really didnt and dont know what im doing. And just was trying to fix on my own thats causing from what ive read into alot of troubles . and i dont wanna be in trouble. Just want it back to normal operation without the troybles of things if possible. Sorry i just have no else where to turn for help when i should of ask here first ..thanks for reading and any guidance i would be much appreciated. Im willing to pay to have repaired.,en,1.0,Hello all i was seeking some info. Ive purchased this pc 8 months ago and ran out of storage so i went an baught a new sdd and ram for it installed and have had nothing but problem hp said i need to dl drivers so i did but lil did i know it was drivers for a old hp 14 laptop that i no longer owner and the amd. Deal i messed with for games anyhow my computer is so messed up ive been trying to fix it on mt own by watching youtube videos. And now ive understand that the more i try and fix on my own the more the deeper im digging my hole so now have a hsa and vulnerbilties   unsure what all that is but sounds scary and all i want is for it to be fixed to normal so everything will work correctly its fairly a new pc but the boot rc are all messed up and the hard drives. And recovery files are all mixed and its a mess.   there are none computer shops that are near me to take it to and. Was wanting to just get it to normal operation. For will be needing. For work soon. I tried most of the videos on youtube and. All im doing is getting myself into trouble.can someone point me in right direction on how to get this repaired. Can i just buy a new hdd drive and a new copies of windows. From walmart. And install it. Or is that illegal. Baughy the pc from walmart. In march 2021 and had problems with from the first week of purchase. If someone can point me in right direction on getting it repaired by a professional. Ide be much appreciated. And im sorry forr all ive done or damages caused for listening to youtube ... im not a hacker nor try to be one .judt been trying to repair on my own for past. Months. Please if anyone could. Give me best opinion on what needs to be done. If ok to buy a new hdd and new windows. Will fix thing and recycle the old hdd and sdd fro. It or. Ive been looking for a computer shop near me but i call them all shut down and out of buisness so i feeling stuck. I dont have. Another 800 for a nother computer and hate to. Trash this one. But i also dont wanna get into any or anymore troubles. From what ive already tried .. i dont recommend to anyone. That isnt a it to follow any of the youtube video and tey to make repairs on uour own cause im starting to learn that you cant. And ima quit trying. .... again sorry and hope there is some kinda forgiveness i really didnt and dont know what im doing. And just was trying to fix on my own thats causing from what ive read into alot of troubles . and i dont wanna be in trouble. Just want it back to normal operation without the troybles of things if possible. Sorry i just have no else where to turn for help when i should of ask here first .. thanks for reading and any guidance i would be much appreciated. Im willing to pay to have repaired.,10158760835813721,10158678471638721
